Actor1Name,Actor2CountryCode,Actor2Type1Code,Actor2Type2Code,AvgTone,MonthYear,NumSources,SOURCEURL
HEALTH MINIST,GBR,GOV,,-2.9126213592233,202002,1,https://www.southwalesargus.co.uk/news/18256430.another-rise-long-waits-treatment-gwent-patients/
HEALTH OFFICIAL,GBR,GOV,,1.78571428571428,202002,1,https://www.glasgowtimes.co.uk/news/18256090.mock-drug-room-go-show-city/
HEALTH MINIST,GBR,GOV,,-2.77777777777778,202002,1,http://www.wrexham.com/news/ambulance-response-times-across-wales-improve-however-ae-waiting-times-come-under-spotlight-again-181336.html
HEALTH MINIST,GBR,GOV,,-2.77777777777778,202002,1,http://www.wrexham.com/news/ambulance-response-times-across-wales-improve-however-ae-waiting-times-come-under-spotlight-again-181336.html
PFIZER,DNK,MNC,HLH,-2.14765100671141,202002,1,https://www.eurekalert.org/pub_releases/2020-02/tos-rpn022120.php
PLANNED PARENTHOOD FEDERATION,USA,GOV,,-1.17105458731046,202002,3,https://www.thebostonpilot.com/article.asp?Source=Trending&ID=186961
HEALTH OFFICIAL,AUS,GOV,,2.58064516129033,202002,1,https://www.miragenews.com/unis-work-to-support-students-as-travel-restrictions-extended/
WORLD HEALTH ORGANIZATION,KHM,GOV,,-1.08177840124296,202002,2,https://www.theguardian.com/world/2020/feb/13/japan-reports-first-coronavirus-death-as-44-more-cases-confirmed-aboard-cruise-ship
MINIST OF HEALTH,KHM,GOV,HLH,-2.02806501323324,202002,18,https://uk.reuters.com/article/uk-china-health-cambodia-cruisehip/cruise-firm-seeks-new-virus-test-for-passenger-from-ship-in-cambodia-idUKKBN20A009
MINIST OF HEALTH,KHM,GOV,HLH,-2.07373271889401,202002,1,https://uk.finance.yahoo.com/news/cruise-firm-seeks-virus-test-001236278.html
ZIMBABWE,CHN,GOV,,-2.65486725663717,202002,1,https://ewn.co.za/2020/02/17/quarantine-travellers-from-china-for-three-weeks-zim-former-health-minister
WORLD HEALTH ORGANIZATION,CHN,GOV,,0.2439038899696,202002,1,https://www.prokerala.com/news/articles/a1008274.html
WORLD HEALTH ORGANIZATION,CHN,GOV,,0.37593984962406,202002,1,http://www.xinhuanet.com/english/2020-02/16/c_138789289.htm
WORLD HEALTH ORGANIZATION,CHN,GOV,,0.37593984962406,202002,1,http://www.xinhuanet.com/english/2020-02/16/c_138789289.htm
WORLD HEALTH ORGANIZATION,CHN,GOV,,0.36363636363636,202002,1,http://www.china.org.cn/world/2020-02/17/content_75712439.htm
WORLD HEALTH ORGANIZATION,CHN,GOV,,0.36363636363636,202002,1,http://www.china.org.cn/world/2020-02/17/content_75712439.htm
MEDICAL OFFICIAL,JPN,GOV,,-2.29377372778061,202002,2,https://uk.reuters.com/article/uk-china-health-japan-cruiseship/u-s-flies-338-americans-home-from-cruise-ship-including-14-with-coronavirus-idUKKBN20B0UE
MEDICAL OFFICIAL,JPN,GOV,,-2.50836120401338,202002,1,https://uk.reuters.com/article/uk-china-health-japan-cruiseship/u-s-flies-338-americans-home-from-cruise-ship-including-14-with-coronavirus-idUKKBN20B0UE
MEDICAL OFFICIAL,JPN,GOV,,-2.51122239278999,202002,3,https://isp.netscape.com/news/story/0002/20200217/KBN20B0U9_6
MEDICAL OFFICIAL,JPN,GOV,,-2.72572402044293,202002,1,https://thehimalayantimes.com/world/us-flies-338-americans-home-from-cruise-ship-including-14-with-coronavirus/
MINIST FOR HEALTH,DNK,GOV,,-1.08103263686702,202002,1,https://www.irishtimes.com/news/politics/varadkar-says-sinn-f%C3%A9in-and-fianna-f%C3%A1il-should-form-coalition-1.4176758
BRUSSELS,IRL,GOV,HLH,2.24719101123595,202002,1,https://www.imt.ie/news/emergency-european-health-ministers-meeting-discussed-covid-19-outbreak-13-02-2020/
EUROPEAN,IRL,GOV,HLH,2.24719101123595,202002,1,https://www.imt.ie/news/emergency-european-health-ministers-meeting-discussed-covid-19-outbreak-13-02-2020/
IRELAND,EUR,GOV,HLH,2.24719101123595,202002,1,https://www.imt.ie/news/emergency-european-health-ministers-meeting-discussed-covid-19-outbreak-13-02-2020/
WORLD HEALTH ORGANIZATION,DEU,GOV,,-2.87836583101207,202002,1,https://www.chinausfocus.com/energy-environment/china-saluted-in-coronavirus-fight
WORLD HEALTH ORGANIZATION,DEU,GOV,,-2.87836583101207,202002,1,https://www.chinausfocus.com/energy-environment/china-saluted-in-coronavirus-fight
JAPANESE,ISR,GOV,,2.77777777777778,202002,1,http://www.israelnationalnews.com/News/Flash.aspx/488387
MINIST OF HEALTH,JPN,GOV,,-0.93896713615024,202002,1,http://www.israelnationalnews.com/News/News.aspx/276043
MINIST OF HEALTH,KOR,GOV,,5.07246376811594,202002,1,https://a1plus.am/en/article/360103
ICRC,KWT,GOV,,-0.34013605442177,202002,1,https://news.kuwaittimes.net/website/krcs-shifts-attention-to-poor-back-home/
MINIST OF HEALTH,KHM,GOV,HLH,-2.08980002540709,202002,9,https://www.capebretonpost.com/news/world/cruise-firm-seeks-new-virus-test-for-passenger-from-ship-in-cambodia-411758/
MINIST OF HEALTH,KHM,GOV,HLH,-1.89979248596579,202002,2,https://uk.reuters.com/article/uk-china-health-cambodia-cruisehip/cruise-firm-seeks-new-virus-test-for-passenger-from-ship-in-cambodia-idUKKBN20A009
MINIST OF HEALTH,KHM,GOV,HLH,-2.01098526045701,202002,8,https://www.reuters.com/article/us-china-health-cambodia-cruiseship-idUSKBN20A00B
MINIST OF HEALTH,KHM,GOV,HLH,-2.07373271889401,202002,1,https://uk.finance.yahoo.com/news/cruise-firm-seeks-virus-test-001236278.html
PETER COLEMAN,LBR,GOV,HLH,-2.60416666666667,202002,4,https://www.theage.com.au/business/companies/woodside-profit-falls-75-per-cent-on-canada-lng-hit-20200212-p540a2.html
GLAXOSMITHKLINE,USA,MNC,HLH,1.31147540983606,202002,1,https://www.pennlive.com/news/2020/02/drug-maker-glaxosmithkline-schedules-closing-of-carlisle-manufacturing-facility.html
PFIZER,GBR,MNC,HLH,1.31147540983606,202002,1,https://www.pennlive.com/news/2020/02/drug-maker-glaxosmithkline-schedules-closing-of-carlisle-manufacturing-facility.html
WORLD HEALTH ORGANIZATION,USA,GOV,,-2.3121387283237,202002,1,https://112.international/politics/munich-security-conference-president-steinmeier-warns-of-destructive-dynamic-in-world-politics-48563.html
WORLD HEALTH ORGANIZATION,USA,GOV,,-2.3121387283237,202002,1,https://112.international/politics/munich-security-conference-president-steinmeier-warns-of-destructive-dynamic-in-world-politics-48563.html
HEALTH MINIST,IDN,GOV,,-1.52173913043478,202002,1,https://www.abc.net.au/news/2020-02-13/first-case-of-coronavirus-reportedly-linked-to-bali/11962910
HEALTH MINIST,BEL,GOV,HLH,2.24719101123595,202002,1,https://www.imt.ie/news/emergency-european-health-ministers-meeting-discussed-covid-19-outbreak-13-02-2020/
IRELAND,BEL,GOV,HLH,2.24719101123595,202002,1,https://www.imt.ie/news/emergency-european-health-ministers-meeting-discussed-covid-19-outbreak-13-02-2020/
MINIST FOR HEALTH,BEL,GOV,HLH,-4.27320626065396,202002,3,https://www.todayfm.com/news/simon-harris-attend-meeting-european-health-ministers-discuss-coronavirus-966681
MINIST FOR HEALTH,EUR,GOV,HLH,-4.27320626065396,202002,3,https://www.todayfm.com/news/simon-harris-attend-meeting-european-health-ministers-discuss-coronavirus-966681
BELGIUM,BEL,GOV,HLH,-5.02092050209205,202002,2,https://www.breakingnews.ie/ireland/simon-harris-attends-emergency-meeting-in-europe-on-coronavirus-981504.html
BRUSSELS,BEL,GOV,HLH,-5.02092050209205,202002,2,https://www.breakingnews.ie/ireland/simon-harris-attends-emergency-meeting-in-europe-on-coronavirus-981504.html
BELGIUM,EUR,GOV,HLH,-5.02092050209205,202002,2,https://www.breakingnews.ie/ireland/simon-harris-attends-emergency-meeting-in-europe-on-coronavirus-981504.html
EUROPEAN,BEL,GOV,HLH,-5.02092050209205,202002,2,https://www.breakingnews.ie/ireland/simon-harris-attends-emergency-meeting-in-europe-on-coronavirus-981504.html
MINIST FOR HEALTH,BEL,GOV,HLH,-5.02092050209205,202002,2,https://www.breakingnews.ie/ireland/simon-harris-attends-emergency-meeting-in-europe-on-coronavirus-981504.html
HEALTH MINIST,BEL,GOV,HLH,2.24719101123595,202002,1,https://www.imt.ie/news/emergency-european-health-ministers-meeting-discussed-covid-19-outbreak-13-02-2020/
HEALTH MINIST,EUR,GOV,HLH,2.24719101123595,202002,1,https://www.imt.ie/news/emergency-european-health-ministers-meeting-discussed-covid-19-outbreak-13-02-2020/
CANADIAN,JPN,GOV,,-1.94805194805195,202002,1,https://www.norfolktoday.ca/2020/02/14/myfm-talks-with-rose-yerex-a-port-dover-woman-quarantined-aboard-the-diamond-princess/
MAM BUN HENG,KHM,GOV,HLH,1.85567010309278,202002,1,https://www.phnompenhpost.com/national/trump-tweets-praise-kingdom-docking-ship
MAM BUN HENG,KHM,GOV,HLH,1.84237461617196,202002,1,https://www.thestar.com.my/news/regional/2020/02/17/trump-tweets-praise-for-cambodia-docking-cruise-ship
WORLD HEALTH ORGANIZATION,KHM,GOV,,-2.44273401509602,202002,3,https://www.prokerala.com/news/articles/a1007283.html
WORLD HEALTH ORGANIZATION,KHM,GOV,,2.1238183816717,202002,3,https://www.thestar.com.my/news/regional/2020/02/15/cambodia-applauded-for-accepting-westerdam-cruise-ship
WORLD HEALTH ORGANIZATION,KHM,GOV,,1.97747602498417,202002,2,https://www.globaltimes.cn/content/1179671.shtml
CHINA,CHN,GOV,,-4.16666666666666,202002,1,https://www.theaustralian.com.au/world/coronavirus-passengers-warned-after-bali-tourist-diagnosed/news-story/6a6d29b365e07321497bdbb7adb80475?nk=063869409c27a06e657bc8263af49cc9-1581596283
BALI,CHN,GOV,,-4.16666666666666,202002,1,https://www.theaustralian.com.au/world/coronavirus-passengers-warned-after-bali-tourist-diagnosed/news-story/6a6d29b365e07321497bdbb7adb80475?nk=063869409c27a06e657bc8263af49cc9-1581596283
CHINA,CHN,GOV,,-4.16666666666666,202002,1,https://www.theaustralian.com.au/world/coronavirus-passengers-warned-after-bali-tourist-diagnosed/news-story/6a6d29b365e07321497bdbb7adb80475?nk=260ebd1fa283a8a9ac3d197ddd4a1bb1-1581641305
BALI,CHN,GOV,,-4.16666666666666,202002,1,https://www.theaustralian.com.au/world/coronavirus-passengers-warned-after-bali-tourist-diagnosed/news-story/6a6d29b365e07321497bdbb7adb80475?nk=260ebd1fa283a8a9ac3d197ddd4a1bb1-1581641305
MINIST FOR HEALTH,BEL,GOV,HLH,-5.02092050209205,202002,2,https://www.breakingnews.ie/ireland/simon-harris-attends-emergency-meeting-in-europe-on-coronavirus-981504.html
WORLD HEALTH ORGANIZATION,CHN,GOV,,-2.09677419354838,202002,1,https://www.theepochtimes.com/who-officials-rush-to-figure-out-size-of-coronavirus-epidemic_3237317.html
MINIST FOR HEALTH,BEL,GOV,HLH,-2.77777777777778,202002,1,https://www.todayfm.com/news/simon-harris-attend-meeting-european-health-ministers-discuss-coronavirus-966681
HEALTH DEPARTMENT,CHN,GOV,,-2.23463687150838,202002,1,https://www.hindustantimes.com/noida/societies-provides-health-dept-with-list-of-chinese-residents/story-jMLUPGG6zN68rzDwzcKxbP.html
WORLD HEALTH ORGANIZATION,CHN,GOV,,-3.97111913357401,202002,1,http://www.hngn.com/articles/228063/20200217/coronavirus-updates-us-evacuates-americans-cruiseship-who-visits-wuhan.htm
HEALTH MINIST,CHN,GOV,,4.0371733751735,202002,2,https://www.daily-sun.com/post/463136/Bangladesh-gives-medical-logistics-to-China-to-combat-coronavirus
WORLD HEALTH ORGANIZATION,CHN,GOV,,-4.24886191198786,202002,1,https://www.rfa.org/english/news/china/wuhan-coronavirus-02182020141229.html
WORLD HEALTH ORGANIZATION,CHN,GOV,,-2.21372988680937,202002,9,https://knpr.org/npr/2020-02/americans-evacuate-diamond-princess-cruise-ship-amid-spread-infection
WORLD HEALTH ORGANIZATION,CHN,GOV,,-2.12125505548905,202002,16,https://www.wxxinews.org/post/44-americans-diamond-princess-cruise-ship-diagnosed-coronavirus
WORLD HEALTH ORGANIZATION,CHN,GOV,,-2.13631739572736,202002,1,https://www.wshu.org/post/44-americans-diamond-princess-cruise-ship-diagnosed-coronavirus
WORLD HEALTH ORGANIZATION,CHN,GOV,,-2.14504596527068,202002,2,https://www.wypr.org/post/americans-evacuate-diamond-princess-cruise-ship-amid-spread-infection
WORLD HEALTH ORGANIZATION,CHN,GOV,,-2.14504596527068,202002,1,https://www.mainepublic.org/post/44-americans-diamond-princess-cruise-ship-diagnosed-coronavirus
WORLD HEALTH ORGANIZATION,CHN,GOV,,-2.02839756592292,202002,1,http://jamestown.org/program/how-the-wuhan-epidemic-has-dented-xi-jinpings-authority-and-prestige/
WORLD HEALTH ORGANIZATION,CHN,GOV,,1.15740740740741,202002,1,https://www.msn.com/en-in/news/other/trust-cooperation-between-china-germany-to-see-further-upgrade-after-epidemic-chinese-fm/ar-BB102AhR
CHINA,CHN,GOV,,-4.16666666666666,202002,1,https://www.theaustralian.com.au/world/coronavirus-passengers-warned-after-bali-tourist-diagnosed/news-story/6a6d29b365e07321497bdbb7adb80475?nk=063869409c27a06e657bc8263af49cc9-1581596283
CHINA,CHN,GOV,,-4.16666666666666,202002,1,https://www.theaustralian.com.au/world/coronavirus-passengers-warned-after-bali-tourist-diagnosed/news-story/6a6d29b365e07321497bdbb7adb80475?nk=063869409c27a06e657bc8263af49cc9-1581596283
BALI,CHN,GOV,,-4.16666666666666,202002,1,https://www.theaustralian.com.au/world/coronavirus-passengers-warned-after-bali-tourist-diagnosed/news-story/6a6d29b365e07321497bdbb7adb80475?nk=063869409c27a06e657bc8263af49cc9-1581596283
CHINA,CHN,GOV,,-4.16666666666666,202002,1,https://www.theaustralian.com.au/world/coronavirus-passengers-warned-after-bali-tourist-diagnosed/news-story/6a6d29b365e07321497bdbb7adb80475?nk=260ebd1fa283a8a9ac3d197ddd4a1bb1-1581641305
CHINA,CHN,GOV,,-4.16666666666666,202002,1,https://www.theaustralian.com.au/world/coronavirus-passengers-warned-after-bali-tourist-diagnosed/news-story/6a6d29b365e07321497bdbb7adb80475?nk=260ebd1fa283a8a9ac3d197ddd4a1bb1-1581641305
BALI,CHN,GOV,,-4.16666666666666,202002,1,https://www.theaustralian.com.au/world/coronavirus-passengers-warned-after-bali-tourist-diagnosed/news-story/6a6d29b365e07321497bdbb7adb80475?nk=260ebd1fa283a8a9ac3d197ddd4a1bb1-1581641305
MINIST OF HEALTH,CHN,GOV,,0.4750593824228,202002,1,https://foroyaa.gm/gambia-china-committed-to-combat-coronavirus/
MINIST OF HEALTH,CHN,GOV,,0.4750593824228,202002,1,https://foroyaa.gm/gambia-china-committed-to-combat-coronavirus/
MINIST OF HEALTH,CHN,GOV,,0.4750593824228,202002,1,https://foroyaa.gm/gambia-china-committed-to-combat-coronavirus/
MINIST OF HEALTH,CHN,GOV,,0.4750593824228,202002,1,https://foroyaa.gm/gambia-china-committed-to-combat-coronavirus/
MINIST OF HEALTH,CHN,GOV,,0.4750593824228,202002,1,https://foroyaa.gm/gambia-china-committed-to-combat-coronavirus/
WORLD HEALTH ORGANIZATION,CHN,GOV,,-5.47184773988898,202002,1,https://www.channel3000.com/i/china-cautiously-returns-to-work-as-wuhan-coronavirus-death-toll-tops-900-worldwide/
WORLD HEALTH ORGANIZATION,CHN,GOV,,-5.47184773988898,202002,1,https://www.channel3000.com/i/china-cautiously-returns-to-work-as-wuhan-coronavirus-death-toll-tops-900-worldwide/
MEDICAL OFFICIAL,JPN,GOV,,-3.41085271317829,202002,1,https://www.malaysiakini.com/news/511203
MEDICAL OFFICIAL,JPN,GOV,,-3.41085271317829,202002,1,https://www.malaysiakini.com/news/511203
MILITARY,EGY,GOV,,0.54347826086957,202001,1,https://www.middleeastmonitor.com/20200218-egypt-to-build-new-military-base-to-secure-suez-canal/
HEALTH MINIST,FRA,GOV,,1.84049079754601,202002,1,http://www.rfi.fr/en/france/20200216-health-minister-run-mayor-paris-after-sex-tape-release-forces-griveaux-out
HEALTH MINIST,FRA,GOV,,1.63043478260869,202002,1,https://www.modernghana.com/news/984899/health-minister-to-run-for-mayor-of-paris-after.html
FRENCH,FRA,GOV,,-2.97142857142858,202002,1,https://www.devdiscourse.com/article/international/877339-world-news-roundup-french-health-minister-to-run-for-paris-mayor-rouhani-says-iran-will-never-yield-to-us-pressure-for-talk
MINIST OF HEALTH,CHN,GOV,,0.4750593824228,202002,1,https://foroyaa.gm/gambia-china-committed-to-combat-coronavirus/
WORLD HEALTH ORGANIZATION,DEU,GOV,,-1.52838427947598,202002,1,https://www.dw.com/en/munich-security-conference-german-foreign-minister-calls-for-european-defense-union-within-next-10-years/a-52375318
WORLD HEALTH ORGANIZATION,DEU,GOV,,-1.52838427947598,202002,1,https://www.dw.com/en/munich-security-conference-german-foreign-minister-calls-for-european-defense-union-within-next-10-years/a-52375318
WORLD HEALTH ORGANIZATION,DEU,GOV,,-1.40548762420244,202002,1,https://www.dw.com/en/munich-security-conference-steinmeier-warns-of-destructive-dynamic-in-world-politics/a-52375318
WORLD HEALTH ORGANIZATION,DEU,GOV,,-1.40548762420244,202002,1,https://www.dw.com/en/munich-security-conference-steinmeier-warns-of-destructive-dynamic-in-world-politics/a-52375318
SOCIAL WELFARE MINIST,IND,GOV,,-2.91666666666667,202002,2,http://www.kashmirtimes.in/newsdet.aspx?q=99253
HEALTH OFFICIAL,IND,GOV,HLH,-3.40136054421768,202002,1,https://www.cityspidey.com/news/11381/corona-scare-17-with-history-of-travel-to-china-hospitalised-in-delhi
WORLD HEALTH ORGANIZATION,IRN,GOV,HLH,2.86396181384248,202002,1,https://reliefweb.int/report/iraq/who-delivers-ambulances-strengthen-referral-pathways-kurdistan-region-iraq
WORLD HEALTH ORGANIZATION,IRN,GOV,HLH,1.12155388471177,202002,1,http://humanitariannews.org/20200217/iraq-who-delivers-ambulances-strengthen-referral-pathways-kurdistan-region-iraq
HEALTH OFFICIAL,JPN,GOV,,-3.4242803426355,202002,8,https://www.reuters.com/article/china-health-hawaii-idUSL1N2AF020
HEALTH OFFICIAL,JPN,GOV,,-3.31035571298918,202002,2,https://finance.yahoo.com/news/japanese-man-diagnosed-coronavirus-visiting-034600448.html
HEALTH OFFICIAL,JPN,GOV,,-2.51177394034537,202002,1,https://www.scmp.com/print/news/asia/east-asia/article/3050783/japanese-tourist-may-have-spread-coronavirus-hawaii-us-prepares
MEDICAL OFFICIAL,JPN,GOV,,-2.29377372778061,202002,2,https://uk.reuters.com/article/uk-china-health-japan-cruiseship/u-s-flies-338-americans-home-from-cruise-ship-including-14-with-coronavirus-idUKKBN20B0UE
MEDICAL OFFICIAL,JPN,GOV,,-2.79892576480203,202002,5,https://isp.netscape.com/news/story/0002/20200217/KBN20B0U9_6
MEDICAL OFFICIAL,JPN,GOV,,-2.33533293856149,202002,2,https://www.reuters.com/article/us-china-health-japan-cruiseship-usa/u-s-flies-338-americans-home-from-cruise-ship-including-14-with-coronavirus-idUSKBN20B0U9
MEDICAL OFFICIAL,JPN,GOV,,-2.62725779967159,202002,1,https://isp.netscape.com/news/story/0002/20200217/KBN20B0U9_6
CANADA,JPN,GOV,,-1.94805194805195,202002,1,https://www.norfolktoday.ca/2020/02/14/myfm-talks-with-rose-yerex-a-port-dover-woman-quarantined-aboard-the-diamond-princess/
CANADA,JPN,GOV,,-1.94805194805195,202002,1,https://www.norfolktoday.ca/2020/02/14/myfm-talks-with-rose-yerex-a-port-dover-woman-quarantined-aboard-the-diamond-princess/
HEALTH MINIST,JPN,GOV,,-5.32544378698225,202002,1,https://www.kulr8.com/news/world/the-latest-eu-says-new-virus-poses-serious-danger/article_41518f3c-9f7c-5709-8e38-620a864124fa.html
ISRAELI,JPN,GOV,,-2.60736196319018,202002,1,https://www.haaretz.com/israel-news/three-israelis-infected-with-coronavirus-evacuated-from-cruise-ship-1.8535307
MEDICAL OFFICIAL,JPN,GOV,,-2.18068535825546,202002,1,https://uk.reuters.com/article/us-china-health-japan-cruiseship/u-s-flies-338-americans-home-from-cruise-ship-including-14-with-coronavirus-idUKKBN20B0U9
MEDICAL OFFICIAL,JPN,GOV,,-2.18068535825546,202002,1,https://in.reuters.com/article/us-china-health-japan-cruiseship/u-s-flies-338-americans-home-from-cruise-ship-including-14-with-coronavirus-idINKBN20B0U9
ICRC,LBY,GOV,,-4.52327887628571,202002,4,https://reliefweb.int/report/libya/libya-civilians-face-deep-suffering-long-conflict-fighting-forces-schools-health
MINIST OF HEALTH,NGA,GOV,HLH,4.19354838709678,202002,1,http://bentelevision.com/coronavirus-ecowas-step-up-measures/
MINIST OF HEALTH,NGA,GOV,HLH,4.19354838709678,202002,1,http://bentelevision.com/coronavirus-ecowas-step-up-measures/
SINGAPORE,SGP,GOV,LAB,-1.34529147982062,202002,1,https://news.mb.com.ph/2020/02/16/singapore-has-now-72-cases-of-covid-19/
MILITARY,SYR,GOV,MED,-5.21468749039425,202002,6,https://www.lmtonline.com/news/world/article/Syria-military-hails-advance-against-rebels-in-15061741.php
MILITARY,SYR,GOV,MED,-4.33299505802578,202002,127,https://www.nhregister.com/news/world/article/Syria-military-hails-advance-against-rebels-in-15061741.php
MILITARY,SYR,GOV,MED,-4.52276198328142,202002,27,https://www.sentinel-standard.com/zz/news/20200217/after-gains-in-northern-syria-assad-predicts-total-victory
MINIST OF HEALTH,UKR,GOV,HLH,-1.88679245283019,202002,1,https://112.international/society/health-ministry-publishes-data-on-coronavirus-in-ukraine-48633.html
MINIST OF HEALTH,UKR,GOV,HLH,-1.88679245283019,202002,1,https://112.international/society/health-ministry-publishes-data-on-coronavirus-in-ukraine-48633.html
HEALTH OFFICIAL,JPN,GOV,,-3.08747855917667,202002,1,https://www.reuters.com/article/china-health-hawaii-idUSL1N2AF020
HEALTH OFFICIAL,JPN,GOV,,-3.28151986183074,202002,1,https://finance.yahoo.com/news/japanese-man-diagnosed-coronavirus-visiting-034600448.html
MEDICAL OFFICIAL,JPN,GOV,,-3.05010893246187,202002,1,http://www.ejinsight.com/20200218-us-flies-338-americans-home-from-cruise-ship/
MEDICAL OFFICIAL,JPN,GOV,,-3.05010893246187,202002,1,http://www.ejinsight.com/20200218-us-flies-338-americans-home-from-cruise-ship/
DAVID PARIRENYATWA,ZWE,GOV,HLH,-4.50011250281257,202002,2,https://www.herald.co.zw/just-in-parirenyatwa-must-explain-himself-court/
GHULAM NABI AZAD,IND,GOV,BUS,0.210084033613446,202001,6,https://www.moneycontrol.com/news/politics/govt-holds-all-party-meeting-ahead-of-budget-session-4880861.html
GHULAM NABI AZAD,IND,GOV,BUS,0.210084033613446,202001,6,https://www.moneycontrol.com/news/politics/govt-holds-all-party-meeting-ahead-of-budget-session-4880861.html
MINIST OF PUBLIC HEALTH,AFG,GOV,,-2.28136882129278,202002,1,https://tolonews.com/afghanistan/health-ministry-ready-evacuate-43-afghans-wuhan-china
HEALTH MINIST,MYS,GOV,HLH,-1.90072665803166,202001,2,https://www.msn.com/en-my/news/national/health-minister-registration-of-students-from-wuhan-suspended-temporarily/ar-BBZvTAg
HEALTH MINIST,MYS,GOV,HLH,-2.21729490022173,202001,1,https://www.malaymail.com/news/malaysia/2020/01/31/health-minister-registration-of-students-from-wuhan-suspended-temporarily/1833363
MINIST OF HEALTH,NGA,GOV,,-0.71174377224199,202001,1,https://www.vanguardngr.com/2020/01/fg-tells-nigerians-not-to-travel-to-china-in-new-travel-advisory/
WORLD HEALTH ORGANIZATION,CHN,GOV,,-4.76190476190476,202001,1,http://www.ecns.cn/news/society/2020-01-30/detail-ifztewca0589312.shtml
WORLD HEALTH ORGANIZATION,CHN,GOV,,-4.76190476190476,202001,1,http://www.ecns.cn/news/society/2020-01-30/detail-ifztewca0589312.shtml
WORLD HEALTH ORGANIZATION,CHN,GOV,,-4.12698412698413,202001,1,https://www.imt.ie/news/source-novel-coronavirus-remains-unknown-deaths-rise-29-01-2020/
WORLD HEALTH ORGANIZATION,CHN,GOV,,-4.12698412698413,202001,1,https://www.imt.ie/news/source-novel-coronavirus-remains-unknown-deaths-rise-29-01-2020/
HEALTH OFFICIAL,IRL,GOV,HLH,-2.49053356282272,202001,1,https://www.belfasttelegraph.co.uk/news/uk/coronavirus-first-uk-cases-are-members-of-same-family-and-undergoing-treatment-in-newcastle-england-38913191.html
HEALTH OFFICIAL,IRL,GOV,HLH,-2.49053356282272,202001,1,https://www.belfasttelegraph.co.uk/news/uk/coronavirus-first-uk-cases-are-members-of-same-family-and-undergoing-treatment-in-newcastle-england-38913191.html
HEALTH MINIST,GHA,GOV,,0.72289156626506,202001,1,https://www.modernghana.com/news/981768/now-i-can-sleep-after-ambulance-promise-fulfilled-health.html
WORLD HEALTH ORGANIZATION,CHN,GOV,,-2.0066889632107,202001,1,https://www.politico.eu/article/coronavirus-who-declares-global-emergency/
NAVAL,USA,GOV,,-2.61780104712041,202002,1,https://www.guampdn.com/story/news/local/2020/02/01/karimy-liwis-woman-santa-rita-car-accident-guam-naval-hospital/4631900002/
HEALTH MINIST,GRC,GOV,,1.36054421768707,202002,2,https://greece.greekreporter.com/2020/02/02/greece-intensifies-preparations-for-potential-coronavirus-cases/
GHULAM NABI AZAD,IND,GOV,BUS,-0.59701492537313,202001,1,https://zeenews.india.com/india/ready-to-discuss-all-issues-pm-narendra-modi-at-all-party-meeting-ahead-of-budget-session-2260106.html
GHULAM NABI AZAD,IND,GOV,BUS,-0.28735632183908,202001,2,http://www.kashmirtimes.in/newsdet.aspx?q=98842
JAMAICA,JAM,GOV,AGR,0.18148820326679,202001,1,http://www.caribbean360.com/news/caricom-countries-taking-preventive-measures-against-new-coronavirus
JAMAICA,JAM,GOV,AGR,0.18148820326679,202001,1,http://www.caribbean360.com/news/caricom-countries-taking-preventive-measures-against-new-coronavirus
JAMAICAN,JAM,GOV,AGR,3.03030303030303,202001,1,https://www.cnc3.co.tt/morning-brew/jamaican-health-minister-talks-about-coronavirus-health-scare
JAMAICA,JAM,GOV,AGR,0.18148820326679,202001,1,http://www.caribbean360.com/news/caricom-countries-taking-preventive-measures-against-new-coronavirus
JAMAICA,JAM,GOV,AGR,0.18148820326679,202001,1,http://www.caribbean360.com/news/caricom-countries-taking-preventive-measures-against-new-coronavirus
MINIST OF PUBLIC HEALTH,CHN,GOV,,0.601202404809619,202001,1,http://nna-leb.gov.lb/en/show-news/111939/Minister-of-Health-meets-Chinese-Ambassador-confirms-no-Coronavirus-cases-among-Lebanese-in-China
MINIST OF PUBLIC HEALTH,CHN,GOV,,0.601202404809619,202001,1,http://nna-leb.gov.lb/en/show-news/111939/Minister-of-Health-meets-Chinese-Ambassador-confirms-no-Coronavirus-cases-among-Lebanese-in-China
DOCTORS WITHOUT BORDERS,NGA,GOV,,-4.43349753694582,202002,1,https://learningenglish.voanews.com/a/million-nigerians-beyond-humanitarian-access/5265816.html
DOCTORS WITHOUT BORDERS,NGA,GOV,,-4.43349753694582,202002,1,https://learningenglish.voanews.com/a/million-nigerians-beyond-humanitarian-access/5265816.html
JAMAICA,JAM,GOV,AGR,-2.32896652110626,202002,1,https://www.thestkittsnevisobserver.com/coronavirus-caribbean-nations-begining-to-ban-chinese-travel/
INTRAHEALTH INTERNATIONAL,USA,GOV,DEV,10.8695652173913,202001,1,https://www.newvision.co.ug/new_vision/news/1514269/notice-intrahealth-international
WORLD HEALTH ORGANIZATION,GBR,GOV,,-5.9915164369035,202001,1,https://www.dw.com/en/how-africa-is-preparing-for-the-coronavirus/a-52190336
WORLD HEALTH ORGANIZATION,GBR,GOV,,-3.4134007585335,202001,1,https://allafrica.com/stories/202001300004.html
MINIST OF HEALTH,ARE,GOV,,3.76085034952555,202002,2,http://www.gdnonline.com/Details/759979
